3986506, 56.168, 16.751, 0, 22.503, 48.818, 0
3988192, 56.163, 16.772, 0, 22.474, 48.778, 0
3989877, 56.147, 16.709, 0, 22.514, 48.772, 0
3991563, 56.125, 16.707, 0, 22.514, 48.652, 0
3993249, 56.096, 16.627, 0, 22.503, 48.612, 0
3994934, 56.048, 16.675, 0, 22.517, 48.528, 0
3996620, 56.013, 16.658, 0, 22.530, 48.498, 0
3998306, 55.968, 16.663, 0, 22.533, 48.484, 0
3999991, 55.925, 16.688, 0, 22.546, 48.429, 0
4001677, 55.872, 16.667, 0, 22.559, 48.404, 0
4003363, 55.805, 16.717, 0, 22.586, 48.376, 0
4005048, 55.743, 16.669, 0, 22.597, 48.309, 0
4006734, 55.661, 16.652, 0, 22.618, 48.286, 0
4008419, 55.599, 16.690, 0, 22.605, 48.294, 0
4010105, 55.522, 16.673, 0, 22.591, 48.385, 0
4011791, 55.442, 16.742, 0, 22.591, 48.442, 0
4013476, 55.340, 16.692, 0, 22.613, 48.526, 0
4015162, 55.266, 16.724, 0, 22.597, 48.519, 0
4016848, 55.172, 16.707, 0, 22.581, 48.517, 0
4018533, 55.079, 16.728, 0, 22.573, 48.517, 0
4020219, 55.004, 16.761, 0, 22.551, 48.490, 0
4021905, 54.908, 16.757, 0, 22.559, 48.448, 0
4023590, 54.817, 16.765, 0, 22.562, 48.442, 0
4025276, 54.726, 16.768, 0, 22.530, 48.425, 0
4026962, 54.622, 16.797, 0, 22.562, 48.461, 0
4028647, 54.526, 16.782, 0, 22.559, 48.492, 0
4030333, 54.427, 16.770, 0, 22.578, 48.580, 0
4032018, 54.312, 16.822, 0, 22.570, 48.587, 0
4033704, 54.243, 16.805, 0, 22.567, 48.629, 0
4035390, 54.136, 16.839, 0, 22.570, 48.669, 0
4037075, 54.048, 16.848, 0, 22.554, 48.675, 0
4038761, 53.933, 16.835, 0, 22.559, 48.664, 0
4040447, 53.840, 16.854, 0, 22.570, 48.707, 0
4042132, 53.741, 16.938, 0, 22.541, 48.738, 0
4043818, 53.626, 16.871, 0, 22.527, 48.780, 0
4045504, 53.514, 16.972, 0, 22.549, 48.778, 0
4047189, 53.428, 16.885, 0, 22.549, 48.814, 0
4048875, 53.338, 16.913, 0, 22.575, 48.871, 0
4050561, 53.239, 17.016, 0, 22.570, 48.824, 0
4052246, 53.151, 17.001, 0, 22.594, 48.774, 0
4053932, 53.022, 17.043, 0, 22.589, 48.767, 0
4055617, 52.932, 17.037, 0, 22.586, 48.742, 0
4057303, 52.846, 17.035, 0, 22.594, 48.644, 0
4058989, 52.745, 17.043, 0, 22.599, 48.547, 0
4060674, 52.657, 17.053, 0, 22.583, 48.503, 0
4062360, 52.555, 17.089, 0, 22.597, 48.520, 0
4064046, 52.462, 17.072, 0, 22.610, 48.503, 0
4065731, 52.390, 17.121, 0, 22.613, 48.463, 0
4067417, 52.251, 17.096, 0, 22.605, 48.480, 0
4069103, 52.171, 17.129, 0, 22.613, 48.454, 0
4070788, 52.077, 17.142, 0, 22.613, 48.482, 0
4072474, 51.962, 17.163, 0, 22.623, 48.540, 0
4074159, 51.906, 17.188, 0, 22.613, 48.530, 0
4075845, 51.797, 17.236, 0, 22.631, 48.511, 0
4077531, 51.709, 17.268, 0, 22.629, 48.479, 0
4079216, 51.618, 17.238, 0, 22.618, 48.465, 0
4080902, 51.511, 17.260, 0, 22.650, 48.490, 0
4082588, 51.420, 17.322, 0, 22.639, 48.543, 0
4084273, 51.332, 17.285, 0, 22.639, 48.520, 0
4085959, 51.249, 17.301, 0, 22.669, 48.608, 0
4087645, 51.153, 17.253, 0, 22.669, 48.608, 0
4089330, 51.078, 17.354, 0, 22.666, 48.599, 0
4091016, 50.972, 17.384, 0, 22.690, 48.654, 0
4092702, 50.881, 17.367, 0, 22.690, 48.652, 0
4094387, 50.814, 17.405, 0, 22.701, 48.587, 0
4096073, 50.729, 17.402, 0, 22.714, 48.520, 0
4097759, 50.630, 17.415, 0, 22.744, 48.486, 0
4099444, 50.558, 17.484, 0, 22.725, 48.412, 0
4101130, 50.456, 17.428, 0, 22.760, 48.398, 0
4102815, 50.365, 17.451, 0, 22.757, 48.402, 0
4104501, 50.293, 17.533, 0, 22.757, 48.343, 0
4106187, 50.195, 17.478, 0, 22.768, 48.284, 0
4107872, 50.128, 17.535, 0, 22.757, 48.286, 0
4109558, 50.040, 17.508, 0, 22.749, 48.288, 0
4111244, 49.962, 17.528, 0, 22.741, 48.265, 0
4112929, 49.871, 17.529, 0, 22.730, 48.332, 0
4114615, 49.802, 17.600, 0, 22.736, 48.372, 0
4116301, 49.701, 17.629, 0, 22.736, 48.389, 0
4117986, 49.644, 17.583, 0, 22.730, 48.459, 0
4119672, 49.551, 17.634, 0, 22.738, 48.467, 0
4121357, 49.460, 17.617, 0, 22.744, 48.444, 0
4123043, 49.375, 17.650, 0, 22.752, 48.425, 0
4124729, 49.332, 17.692, 0, 22.744, 48.458, 0
4126414, 49.204, 17.642, 0, 22.765, 48.438, 0
4128100, 49.153, 17.718, 0, 22.754, 48.397, 0
4129786, 49.078, 17.716, 0, 22.768, 48.435, 0
4131471, 48.996, 17.735, 0, 22.733, 48.410, 0
4133157, 48.907, 17.735, 0, 22.730, 48.438, 0
4134843, 48.833, 17.819, 0, 22.733, 48.479, 0
4136528, 48.779, 17.789, 0, 22.741, 48.494, 0
4138214, 48.686, 17.823, 0, 22.757, 48.469, 0
4139900, 48.603, 17.806, 0, 22.746, 48.444, 0
4141585, 48.515, 17.810, 0, 22.768, 48.385, 0
4143271, 48.470, 17.804, 0, 22.744, 48.343, 0
4144956, 48.387, 17.892, 0, 22.741, 48.372, 0
4146642, 48.291, 17.884, 0, 22.736, 48.389, 0
4148328, 48.243, 17.882, 0, 22.741, 48.295, 0
4150013, 48.168, 17.915, 0, 22.741, 48.221, 0
4151699, 48.080, 17.962, 0, 22.730, 48.149, 0
4153385, 48.008, 17.894, 0, 22.744, 48.152, 0
4155070, 47.943, 17.905, 0, 22.744, 48.168, 0
4156756, 47.858, 17.974, 0, 22.752, 48.229, 0
4158442, 47.799, 17.932, 0, 22.760, 48.311, 0
4160127, 47.714, 17.981, 0, 22.754, 48.320, 0
4161813, 47.642, 17.976, 0, 22.733, 48.356, 0
4163499, 47.578, 17.987, 0, 22.752, 48.347, 0
4165184, 47.495, 18.004, 0, 22.749, 48.301, 0
4166870, 47.423, 18.016, 0, 22.768, 48.191, 0
4168555, 47.337, 18.054, 0, 22.770, 48.088, 0
4170241, 47.284, 18.056, 0, 22.730, 48.021, 0
4171927, 47.201, 18.071, 0, 22.773, 48.076, 0
4173612, 47.145, 18.092, 0, 22.757, 48.088, 0
4175298, 47.062, 18.092, 0, 22.741, 48.053, 0
4176984, 46.990, 18.121, 0, 22.744, 48.086, 0
4178669, 46.923, 18.117, 0, 22.730, 48.093, 0
4180355, 46.870, 18.147, 0, 22.736, 48.089, 0
4182041, 46.801, 18.199, 0, 22.736, 48.108, 0
4183726, 46.726, 18.168, 0, 22.741, 48.185, 0
4185412, 46.648, 18.170, 0, 22.736, 48.232, 0
4187097, 46.614, 18.273, 0, 22.717, 48.328, 0
4188783, 46.544, 18.231, 0, 22.733, 48.341, 0
4190469, 46.459, 18.254, 0, 22.714, 48.397, 0
4192154, 46.400, 18.268, 0, 22.744, 48.431, 0
4193840, 46.320, 18.292, 0, 22.744, 48.423, 0
4195526, 46.275, 18.248, 0, 22.744, 48.414, 0
4197211, 46.189, 18.296, 0, 22.762, 48.416, 0
4198897, 46.117, 18.298, 0, 22.749, 48.406, 0
4200583, 46.045, 18.334, 0, 22.768, 48.438, 0
4202268, 45.981, 18.367, 0, 22.776, 48.488, 0
4203954, 45.917, 18.342, 0, 22.768, 48.496, 0
4205640, 45.861, 18.346, 0, 22.778, 48.526, 0
4207325, 45.805, 18.403, 0, 22.773, 48.503, 0
